instance_id,compact,dp_flow,arc_flow,set_cover,set_partition
sage_original_BPP_0310_036d6c4979,0.021131,0.032218,0.027983,0.017900,0.015919
sage_original_BPP_0311_e4a16eb8c6,0.022340,0.035548,0.024493,0.015643,0.018095
sage_original_BPP_0312_c690b5bbed,0.021248,0.033175,0.005640,0.018074,0.041793
sage_original_BPP_0313_77fb296768,0.231071,0.059214,0.026627,0.046931,0.054991
sage_original_BPP_0314_4f7009949b,0.024925,0.042037,0.008804,0.025140,0.046688
sage_original_BPP_0315_45c3e8055e,0.021739,0.036274,0.005789,0.016100,0.018892
sage_original_BPP_0316_1ec0cfc6d5,0.030656,0.060786,0.033055,0.029407,0.044851
sage_original_BPP_0317_fde1d80e9c,0.021982,0.028256,0.004712,0.036885,0.018448
sage_original_BPP_0318_235de28ecd,0.044466,0.043594,0.026516,0.019138,0.024914
sage_original_BPP_0319_d5a1509f81,0.022504,0.040421,0.007538,0.022694,0.044533
sage_original_BPP_0320_75f29404d8,0.039412,0.041633,0.022826,0.018983,0.044609
sage_original_BPP_0321_4cf63f2f0c,0.022093,0.034429,0.005520,0.031432,0.032341
sage_original_BPP_0322_74dd1cdd49,0.023719,0.050601,0.028313,0.041692,0.037878
sage_original_BPP_0323_f4151de0a0,0.023692,0.036767,0.028409,0.017706,0.019480
sage_original_BPP_0324_8fa8248988,0.021381,0.028051,0.004754,0.015139,0.015055
sage_original_BPP_0325_8121354a68,0.022278,0.037666,0.029649,0.034943,0.022539
sage_original_BPP_0326_dc21bc968d,0.041319,0.031920,0.036013,0.014616,0.035729
sage_original_BPP_0327_ad0c903d05,0.021094,0.031710,0.005286,0.015575,0.016071
sage_original_BPP_0328_6e221f435f,0.027949,0.080477,0.009381,0.030568,0.062314
sage_original_BPP_0329_4238cfe1b5,0.040434,0.038049,0.028640,0.033192,0.022050
sage_original_BPP_0330_ae788bc149,0.022661,0.038629,0.006001,0.040981,0.024071
sage_original_BPP_0331_61c06b54e8,0.023235,0.051497,0.008338,0.041629,0.022314
sage_original_BPP_0332_461d96f562,0.020382,0.050597,0.025711,0.015893,0.034135
sage_original_BPP_0333_7283c159df,0.090408,0.033811,0.005483,0.017633,0.018446
sage_original_BPP_0334_8d77d8212d,0.042415,0.040207,0.007954,0.018455,0.019579
sage_original_BPP_0335_74f674d9f8,0.040389,0.039287,0.027943,0.017794,0.025146
sage_original_BPP_0336_4df61886e0,0.043675,0.051569,0.029451,0.017831,0.018450
sage_original_BPP_0337_ba2eeee15d,0.024152,0.035630,0.006641,0.015664,0.016286
sage_original_BPP_0338_5ad9642102,0.023302,0.052410,0.005481,0.016855,0.017095
sage_original_BPP_0339_124cab8b9f,0.024988,0.041154,0.006351,0.018145,0.038037
sage_original_BPP_0340_94a86f0bc6,0.049584,0.060399,0.027639,0.018468,0.025397
sage_original_BPP_0341_ec5d5a914f,0.043709,0.029092,0.026017,0.015239,0.016111
sage_original_BPP_0342_e6638f0e54,0.046698,0.040000,0.006511,0.020641,0.021696
sage_original_BPP_0343_da83a0cd36,0.024460,0.054708,0.026342,0.018051,0.017580
sage_original_BPP_0344_7679180e34,0.021211,0.056830,0.005960,0.015624,0.035573
sage_original_BPP_0345_4dab110aab,0.021718,0.030192,0.005138,0.015137,0.020943
sage_original_BPP_0346_dfce060d6f,0.020679,0.037365,0.006562,0.021355,0.027311
sage_original_BPP_0347_78013ef2de,0.022376,0.037288,0.027859,0.039763,0.024751
sage_original_BPP_0348_32bc7639d9,0.037942,0.052529,0.028216,0.017475,0.017982
sage_original_BPP_0349_3fa41fb624,0.024814,0.040963,0.027347,0.036211,0.043931
sage_original_BPP_0350_b9876025b3,0.023492,0.055720,0.026470,0.043795,0.044887
sage_original_BPP_0351_17d76684fc,0.055588,0.061011,0.027680,0.048425,0.040488
sage_original_BPP_0352_906e6627a4,0.045545,0.060371,0.007873,0.034193,0.040124
sage_original_BPP_0353_3c0dba8117,0.042232,0.053476,0.005769,0.017508,0.040212
sage_original_BPP_0354_8a1ce05848,0.021335,0.047662,0.005213,0.015251,0.015859
sage_original_BPP_0355_8edd73f211,0.019960,0.032292,0.022503,0.036476,0.018181
sage_original_BPP_0356_be068336dd,0.021282,0.038513,0.008042,0.023558,0.041774
sage_original_BPP_0357_13de1b3d47,0.046598,0.041151,0.006647,0.020541,0.035038
sage_original_BPP_0358_b49b1dd1d4,0.036763,0.034853,0.005691,0.017704,0.018432
sage_original_BPP_0359_03a56477d1,0.020337,0.034676,0.006639,0.017484,0.019150
sage_original_BPP_0360_bf03970490,0.021084,0.075795,0.024273,0.025386,0.042042
sage_original_BPP_0361_c9f00459ff,0.021209,0.029079,0.005166,0.014854,0.020787
sage_original_BPP_0362_038186f7e4,0.043339,0.035618,0.006389,0.017253,0.024355
sage_original_BPP_0363_bab7a47abb,0.021955,0.034334,0.005813,0.018062,0.018657
sage_original_BPP_0364_1d3487bb8c,0.020433,0.045292,0.006860,0.017349,0.021412
sage_original_BPP_0365_46d15ef2aa,0.023183,0.040641,0.022928,0.017214,0.035455
sage_original_BPP_0366_e185f33508,0.022032,0.033020,0.006404,0.019833,0.021098
sage_original_BPP_0367_cdfbc20589,0.021139,0.029536,0.005520,0.016841,0.017203
sage_original_BPP_0368_96d0b39220,0.019633,0.037121,0.029448,0.014545,0.020603
sage_original_BPP_0369_b7d9d73f5c,0.022710,0.035521,0.006864,0.021901,0.023572
sage_original_BPP_0370_aa22bb40a1,0.024577,0.039203,0.021939,0.018158,0.018157
sage_original_BPP_0371_8a3be02de8,0.022917,0.037424,0.006056,0.018262,0.021817
sage_original_BPP_0372_3672b41713,0.019571,0.031275,0.005628,0.014662,0.014866
sage_original_BPP_0373_ffbea6204d,0.021194,0.033007,0.005589,0.020834,0.023979
sage_original_BPP_0374_f3bb1a0206,0.037107,0.037386,0.006764,0.017361,0.021930
sage_original_BPP_0375_ee7ea94182,0.020262,0.027025,0.004796,0.034543,0.014925
sage_original_BPP_0376_df5f7de4f1,0.022519,0.031650,0.005610,0.016524,0.016882
sage_original_BPP_0377_63f22470c0,0.040725,0.031300,0.005362,0.016738,0.018209
sage_original_BPP_0378_65d7efa449,0.022440,0.032058,0.005589,0.017086,0.016849
sage_original_BPP_0379_4e00432411,0.019562,0.033891,0.006136,0.038949,0.018076
sage_original_BPP_0380_3e7940d11d,0.022562,0.035042,0.008067,0.014843,0.038983
sage_original_BPP_0381_54b9297f07,0.020226,0.026875,0.004777,0.014244,0.014748
sage_original_BPP_0382_63eebffc86,0.019710,0.052055,0.005297,0.017047,0.017054
sage_original_BPP_0383_ee2e2f5643,0.021473,0.034279,0.005759,0.018115,0.018461
sage_original_BPP_0384_b784a96922,0.039314,0.033588,0.030006,0.015289,0.023347
sage_original_BPP_0385_ad564c9da6,0.022013,0.063984,0.024628,0.022608,0.024246
sage_original_BPP_0386_65fd039080,0.019035,0.049271,0.004764,0.004481,0.015272
sage_original_BPP_0387_6f6f176b3c,0.021481,0.037639,0.006524,0.015460,0.017395
sage_original_BPP_0388_6eaf1a5327,0.020304,0.030659,0.028875,0.035317,0.039896
sage_original_BPP_0389_37c68591b5,0.019011,0.032162,0.005382,0.017034,0.017488
sage_original_BPP_0390_f92e669afa,0.042075,0.059814,0.006699,0.026334,0.038875
sage_original_BPP_0391_192735a225,0.024573,0.037429,0.025967,0.017474,0.025349
sage_original_BPP_0392_c6e4f8fbd9,0.041434,0.032161,0.005241,0.017138,0.018128
sage_original_BPP_0393_7039e3ce4f,0.021869,0.037258,0.006856,0.017323,0.021727
sage_original_BPP_0394_56483f23eb,0.021195,0.030526,0.021418,0.016194,0.038923
sage_original_BPP_0395_4a5d6ec093,0.027813,0.099281,0.028932,0.024356,0.057449
sage_original_BPP_0396_7bd8f3a415,0.020117,0.053274,0.025561,0.037753,0.035960
sage_original_BPP_0397_a6831501f6,0.040292,0.040701,0.022651,0.045043,0.044724
sage_original_BPP_0398_0d669d13fd,0.046004,0.064093,0.028429,0.034972,0.022243
sage_original_BPP_0399_b4e25fd62a,0.022801,0.038377,0.029586,0.022998,0.046114
sage_original_BPP_0400_10f299b191,0.045048,0.029737,0.026389,0.015025,0.020496
sage_original_BPP_0401_ed5a781ef3,0.027982,0.079102,0.045351,0.023448,0.040832
sage_original_BPP_0402_7b3105dd1c,0.021934,0.073148,0.006703,0.020262,0.038226
sage_original_BPP_0403_93d3a216eb,0.019351,0.031749,0.005441,0.017761,0.042157
sage_original_BPP_0404_ca11f48c9b,0.020707,0.059841,0.008180,0.015783,0.033774
sage_original_BPP_0405_a9f87c0cb4,0.021040,0.053897,0.005770,0.037826,0.045721
sage_original_BPP_0406_b695ab5ccb,0.046302,0.051432,0.005171,0.036371,0.023321
sage_original_BPP_0407_eb0829fc8c,0.040804,0.054847,0.007853,0.018907,0.019152
sage_original_BPP_0408_2eb531e406,0.023705,0.040440,0.029464,0.019162,0.022538
sage_original_BPP_0409_8890eb671a,0.027557,0.041828,0.006754,0.023442,0.027360
sage_original_BPP_0410_d5b9b9beea,0.026368,0.046569,0.006989,0.023579,0.024821
sage_original_BPP_0411_03c094cc0b,0.020890,0.037010,0.006702,0.016052,0.020235
sage_original_BPP_0412_965824706f,0.026176,0.058646,0.008272,0.029479,0.033470
sage_original_BPP_0413_4c1355a6f5,0.046040,0.037177,0.006027,0.017509,0.022015
sage_original_BPP_0414_b9f3437d6c,0.020961,0.027767,0.004727,0.014567,0.015336
sage_original_BPP_0415_c25e0c5a7a,0.040868,0.031069,0.005232,0.016678,0.016204
sage_original_BPP_0416_b5afe4d35f,0.027239,0.062352,0.009097,0.029247,0.039080
sage_original_BPP_0417_1504e8a2db,0.022278,0.060438,0.006718,0.017927,0.024656
sage_original_BPP_0418_b944196607,0.022817,0.036857,0.027943,0.017215,0.024274
sage_original_BPP_0419_fedb24f5fc,0.022145,0.041029,0.006021,0.017591,0.024469
sage_original_BPP_0420_78a10b82a1,0.019556,0.032149,0.005776,0.018204,0.018168
sage_original_BPP_0421_d9406d71f1,0.020752,0.027277,0.005233,0.014327,0.015135
sage_original_BPP_0422_00680fa94b,0.021234,0.045716,0.006532,0.017226,0.021672
sage_original_BPP_0423_9b8dc8a62b,0.021144,0.034801,0.005847,0.018105,0.017958
sage_original_BPP_0424_491ee62895,0.024405,0.047145,0.005861,0.017662,0.024340
sage_original_BPP_0425_7e4f8278be,0.046000,0.032814,0.005474,0.014680,0.015113
sage_original_BPP_0426_2596c0aede,0.041405,0.060489,0.026307,0.026697,0.023814
sage_original_BPP_0427_cf088945c3,0.603950,0.058542,0.008106,0.019269,0.019405
sage_original_BPP_0428_d1bf465b08,0.026023,0.031184,0.005438,0.018636,0.017225
sage_original_BPP_0429_3150952289,0.021533,0.054938,0.025944,0.021611,0.022515
sage_original_BPP_0430_dab44eb19f,0.022951,0.036609,0.005986,0.018013,0.045296
sage_original_BPP_0431_6ba23643d2,0.020226,0.068213,0.029158,0.022897,0.042647
sage_original_BPP_0432_78995e2619,0.024674,0.057897,0.026823,0.040443,0.040455
sage_original_BPP_0433_63891eacb8,0.040772,0.031876,0.022047,0.017226,0.017794
sage_original_BPP_0434_da7a73b8ab,0.020848,0.027194,0.024137,0.014278,0.035439
sage_original_BPP_0435_e3fc85ea18,0.022481,0.033325,0.023335,0.015401,0.033974
sage_original_BPP_0436_7071d101b3,0.038342,0.052395,0.005114,0.015177,0.038377
sage_original_BPP_0437_9bd7d600ba,0.021039,0.050934,0.005414,0.016914,0.016630
sage_original_BPP_0438_11ba76b86b,0.023661,0.036592,0.022382,0.017841,0.024912
sage_original_BPP_0439_0c66761b36,0.028329,0.062858,0.026339,0.029330,0.048046
sage_original_BPP_0440_cb6187d646,0.037401,0.031024,0.005220,0.016953,0.017291
sage_original_BPP_0441_70a247f339,0.019911,0.033390,0.005565,0.017589,0.042358
sage_original_BPP_0442_9a1453435b,0.148192,0.055662,0.007679,0.017519,0.038387
sage_original_BPP_0443_81b0cce3a5,0.038433,0.034573,0.022505,0.017347,0.017074
sage_original_BPP_0444_b89ae1cdf2,0.023167,0.034087,0.028252,0.014992,0.017540
sage_original_BPP_0445_5521af92b8,0.021678,0.027644,0.025518,0.033849,0.033464
sage_original_BPP_0446_8a3dd843f7,0.022837,0.052705,0.006070,0.035368,0.017773
sage_original_BPP_0447_78861b15b6,0.020413,0.062360,0.006689,0.022256,0.061731
sage_original_BPP_0448_e28dc975b2,0.020979,0.029150,0.026944,0.016754,0.017395
sage_original_BPP_0449_dbe4f6c760,0.041682,0.036356,0.005185,0.014777,0.015424
sage_original_BPP_0450_7eb5bf04a7,0.020444,0.037398,0.007592,0.039649,0.049642
sage_original_BPP_0451_096f8f42d7,0.035307,0.032215,0.005466,0.018331,0.019030
sage_original_BPP_0452_274a133400,0.047574,0.059248,0.008358,0.054503,0.059406
sage_original_BPP_0453_e81b4d368f,0.020166,0.039573,0.027281,0.023143,0.022267
sage_original_BPP_0454_d2c75e3b5a,0.037861,0.030213,0.005213,0.016005,0.016950
sage_original_BPP_0455_1bcde959fe,0.021671,0.057960,0.005218,0.014309,0.037578
sage_original_BPP_0456_e784e05059,0.023785,0.040652,0.006017,0.017271,0.024236
sage_original_BPP_0457_3c7e4242b4,0.023436,0.039142,0.025383,0.020498,0.035621
sage_original_BPP_0458_efc7c193ac,0.040514,0.049974,0.023538,0.036197,0.033994
sage_original_BPP_0459_a753bc10c8,0.021101,0.052322,0.028271,0.015479,0.020447
sage_original_BPP_0460_a7130d8375,0.019902,0.034292,0.005567,0.014832,0.015271
sage_original_BPP_0461_1d204f77aa,0.038880,0.065119,0.027528,0.017873,0.016169
sage_original_BPP_0462_01541a664c,0.022868,0.038695,0.027894,0.017644,0.021748
sage_original_BPP_0463_7f1aea83e9,0.022011,0.034458,0.005700,0.017977,0.021855
sage_original_BPP_0464_4fd4da9292,0.021600,0.030071,0.022150,0.016581,0.016351
sage_original_BPP_0465_1bf81a48ab,0.022554,0.038230,0.006785,0.041881,0.042418
sage_original_BPP_0466_a71d6f4a02,0.019435,0.031899,0.005432,0.017173,0.018323
sage_original_BPP_0467_39a3e4797e,0.022360,0.041138,0.006159,0.017591,0.042871
sage_original_BPP_0468_b8062db1da,0.041749,0.039321,0.006082,0.037667,0.022169
sage_original_BPP_0469_5d89e258f3,0.021071,0.030750,0.005131,0.038458,0.041442
sage_original_BPP_0470_dadc9452b1,0.021020,0.031553,0.006086,0.017687,0.017850
sage_original_BPP_0471_4e3564f752,0.023206,0.063251,0.025545,0.038978,0.044530
sage_original_BPP_0472_3e2f5e464c,0.041993,0.059206,0.022294,0.018302,0.019012
sage_original_BPP_0473_3dacc6bdab,0.043600,0.038644,0.028666,0.020891,0.024915
sage_original_BPP_0474_1b37e94bed,0.021067,0.048572,0.005586,0.014675,0.020808
sage_original_BPP_0475_53da627979,0.021879,0.034524,0.005830,0.018168,0.018383
sage_original_BPP_0476_1947d487ec,0.024224,0.031559,0.005123,0.016113,0.016812
sage_original_BPP_0477_20638bb3f6,0.044196,0.035963,0.005800,0.018030,0.019109
sage_original_BPP_0478_04fca5fd0c,0.021753,0.034778,0.005775,0.017967,0.021783
sage_original_BPP_0479_a7803f3004,0.021928,0.036404,0.007712,0.017102,0.015565
sage_original_BPP_0480_c4dd53fa4f,0.021484,0.032560,0.006429,0.014870,0.014872
sage_original_BPP_0481_e8641cb603,0.021492,0.033983,0.005763,0.017582,0.018492
sage_original_BPP_0482_d7d85c9230,0.020059,0.026630,0.004811,0.015021,0.038260
sage_original_BPP_0483_4438aba2cb,0.023251,0.034935,0.005607,0.016576,0.020760
sage_original_BPP_0484_968f9a95bf,0.025249,0.056031,0.005771,0.018215,0.018779
sage_original_BPP_0485_d1f92b293c,0.039456,0.031544,0.025414,0.037012,0.014576
sage_original_BPP_0486_3d9255ba86,0.022040,0.045351,0.006576,0.022146,0.022150
sage_original_BPP_0487_3b2f087110,0.041060,0.036261,0.006750,0.033854,0.017284
sage_original_BPP_0488_8d18f5ec1b,0.022867,0.043254,0.006834,0.018691,0.019774
sage_original_BPP_0489_3805f8d62e,0.019178,0.031832,0.005453,0.017386,0.017427
sage_original_BPP_0490_cee5af678d,0.019254,0.030034,0.005227,0.014413,0.014697
sage_original_BPP_0491_a408b43239,0.020920,0.032821,0.005542,0.018567,0.037742
sage_original_BPP_0492_1078009034,0.019271,0.032022,0.021585,0.017129,0.039185
sage_original_BPP_0493_584937f648,0.019589,0.033374,0.006064,0.017171,0.021370
sage_original_BPP_0494_fdf4430534,0.019648,0.031136,0.005391,0.017130,0.041050
sage_original_BPP_0495_efffb4f34b,0.019227,0.031885,0.005382,0.017160,0.017909
sage_original_BPP_0496_833520fd7c,0.020394,0.027355,0.004714,0.014184,0.035225
sage_original_BPP_0497_8aa1f755ae,0.039944,0.030241,0.005308,0.014899,0.015786
sage_original_BPP_0498_07598005b0,0.020741,0.030552,0.028561,0.014713,0.016707
sage_original_BPP_0499_d698273fd2,0.043116,0.029777,0.005285,0.014745,0.014883
sage_original_BPP_0500_7d0195508d,0.027584,0.071556,0.012242,0.056674,0.054489
sage_original_BPP_0501_ddf7b2f4f7,0.021603,0.058444,0.005943,0.017838,0.018581
sage_original_BPP_0502_d6649314be,0.022038,0.037790,0.029610,0.018331,0.040426
sage_original_BPP_0503_2d49b714f9,0.045728,0.058889,0.025595,0.041324,0.042664
sage_original_BPP_0504_5de0031c4c,0.021017,0.028509,0.004754,0.014149,0.038662
sage_original_BPP_0505_5f63cbacd8,0.022663,0.055059,0.025651,0.018001,0.026450
sage_original_BPP_0506_5647f3736f,0.039067,0.048410,0.008420,0.043563,0.024229
sage_original_BPP_0507_cd6f05c931,0.024603,0.055765,0.026515,0.040364,0.018193
sage_original_BPP_0508_d7ab4a1fcd,0.023278,0.061321,0.029770,0.047158,0.044357
sage_original_BPP_0509_304ac6b87b,0.023237,0.044545,0.025196,0.019283,0.043815
sage_original_BPP_0510_fb7bb488a0,0.022239,0.033942,0.006384,0.015544,0.036703
sage_original_BPP_0511_30fa9f1658,0.019779,0.033141,0.023150,0.034279,0.015404
sage_original_BPP_0512_cd1c21542b,0.023009,0.064691,0.007239,0.019115,0.045120
sage_original_BPP_0513_9791d41cc9,0.019351,0.031925,0.005449,0.015239,0.035327
sage_original_BPP_0514_aea451f8d2,0.043696,0.050899,0.028615,0.038422,0.037512
sage_original_BPP_0515_74dd4eceb7,0.046065,0.030507,0.028060,0.016001,0.022141
sage_original_BPP_0516_692002c237,0.039471,0.035980,0.006311,0.016437,0.023040
sage_original_BPP_0517_46aee75e56,0.019758,0.029324,0.005106,0.017793,0.041491
sage_original_BPP_0518_f413a240e6,0.020205,0.033457,0.022073,0.017839,0.034413
sage_original_BPP_0519_359ed5f5ce,0.022616,0.033601,0.005506,0.017319,0.017446
sage_original_BPP_0520_099eb89fe5,0.022639,0.054247,0.005746,0.018662,0.019144
sage_original_BPP_0521_4275f6aee9,0.042432,0.033185,0.005489,0.015268,0.017123
sage_original_BPP_0522_3a516fb98e,0.019971,0.029860,0.005039,0.015242,0.021507
sage_original_BPP_0523_18ef79e615,0.020421,0.057912,0.006543,0.019475,0.022455
sage_original_BPP_0524_d5dc6ab008,0.021226,0.037432,0.006055,0.042927,0.053861
sage_original_BPP_0525_c6c76382d7,0.047523,0.074184,0.029878,0.024098,0.048996
sage_original_BPP_0526_8799daba58,0.045244,0.053119,0.005037,0.034167,0.021656
sage_original_BPP_0527_301abae9bf,0.019908,0.032607,0.023940,0.017465,0.017705
sage_original_BPP_0528_0735b3190c,0.020390,0.045882,0.004648,0.014190,0.014856
sage_original_BPP_0529_51bb20dbcb,0.022315,0.047864,0.007005,0.026418,0.021563
sage_original_BPP_0530_e52a3fcdea,0.021281,0.038000,0.006614,0.020492,0.044541
sage_original_BPP_0531_838cfdeb82,0.019661,0.033596,0.027765,0.017097,0.034939
sage_original_BPP_0532_af60b0f5bb,0.020662,0.029492,0.025126,0.014607,0.020397
sage_original_BPP_0533_bfd5f2e6ee,0.042579,0.031624,0.005171,0.017160,0.016741
sage_original_BPP_0534_3016607838,0.021193,0.030390,0.005517,0.014491,0.034173
sage_original_BPP_0535_41c981ce39,0.023172,0.055427,0.024741,0.017206,0.021773
sage_original_BPP_0536_04b3d2a722,0.022051,0.051039,0.005733,0.017801,0.040243
sage_original_BPP_0537_4733b86309,0.022377,0.048296,0.024068,0.039256,0.016157
sage_original_BPP_0538_22b7319733,0.022119,0.068764,0.006819,0.017855,0.039445
sage_original_BPP_0539_56e931fc93,0.023404,0.055479,0.005854,0.046152,0.024048
sage_original_BPP_0540_743a432c72,0.022123,0.041029,0.006040,0.017067,0.021369
sage_original_BPP_0541_2324177182,0.020286,0.027251,0.005019,0.014556,0.015939
sage_original_BPP_0542_f7be363937,0.018808,0.038492,0.005266,0.016862,0.020630
sage_original_BPP_0543_dbaad8aa00,0.021068,0.033980,0.005721,0.016604,0.033769
sage_original_BPP_0544_03685e1a5f,0.022093,0.056459,0.006206,0.022875,0.024315
sage_original_BPP_0545_52cb46c59c,0.021287,0.029005,0.005402,0.014933,0.020545
sage_original_BPP_0546_3626cb9f15,0.022855,0.037236,0.013628,0.039751,0.025204
sage_original_BPP_0547_40b374e529,0.020399,0.027366,0.022823,0.014493,0.015347
sage_original_BPP_0548_c9607ff697,0.022961,0.054308,0.025553,0.018188,0.039035
sage_original_BPP_0549_224366496c,0.028935,0.059277,0.027820,0.024547,0.028907
sage_original_BPP_0550_48c69c2733,0.039942,0.027560,0.005044,0.014822,0.015447
sage_original_BPP_0551_65e6f320bc,0.019471,0.030906,0.005568,0.017273,0.037021
sage_original_BPP_0552_db28b2b6f0,0.022277,0.060489,0.005979,0.017501,0.017822
sage_original_BPP_0553_344381e8ac,0.019162,0.032045,0.005568,0.017234,0.018693
sage_original_BPP_0554_4a6a8423f2,0.027926,0.080944,0.009447,0.026743,0.043764
sage_original_BPP_0555_2339141067,0.019894,0.038086,0.024753,0.015832,0.034695
sage_original_BPP_0556_4220c2e7fc,0.020907,0.036429,0.029751,0.016049,0.015352
sage_original_BPP_0557_75ca1defcc,0.037939,0.027802,0.027870,0.038087,0.037492
sage_original_BPP_0558_4b9c2e05df,0.041428,0.050674,0.024937,0.039923,0.036047
sage_original_BPP_0559_e3d36a73ef,0.043427,0.040555,0.035724,0.045575,0.024076
sage_original_BPP_0560_d9c7802ca8,0.042130,0.027811,0.004720,0.037009,0.015330
sage_original_BPP_0561_ddaa128fd1,3.314875,0.072859,0.026450,0.018994,0.048851
sage_original_BPP_0562_96b13dc8f8,0.022323,0.030737,0.005150,0.015783,0.042681
sage_original_BPP_0563_3262e72d9f,0.022958,0.070681,0.006033,0.017785,0.022005
sage_original_BPP_0564_beb351d98b,0.021961,0.039251,0.005905,0.023087,0.044320
sage_original_BPP_0565_780e80113a,0.022657,0.037690,0.006708,0.023168,0.028388
sage_original_BPP_0566_6bf0807430,0.021189,0.029027,0.005162,0.015047,0.020831
sage_original_BPP_0567_70ed4b7e03,0.020258,0.038252,0.006011,0.015326,0.019683
sage_original_BPP_0568_490c88ef63,0.022995,0.037920,0.006651,0.017183,0.019344
sage_original_BPP_0569_41d70f7e5d,0.022483,0.034656,0.005576,0.016561,0.017132
sage_original_BPP_0570_3cb5dc3138,0.022343,0.036577,0.006248,0.021987,0.024229
sage_original_BPP_0571_8d14ce7c62,0.022613,0.033834,0.006337,0.016707,0.020327
sage_original_BPP_0572_24dd940917,0.021735,0.032301,0.005492,0.014581,0.015071
sage_original_BPP_0573_3470685d9d,0.024843,0.062094,0.008585,0.041129,0.107343
sage_original_BPP_0574_2ebf33645b,0.044695,0.050029,0.029303,0.016976,0.035179
sage_original_BPP_0575_5cd573ae14,0.045745,0.050453,0.006341,0.041160,0.019010
sage_original_BPP_0576_7b392037ce,0.022986,0.037659,0.025201,0.036287,0.024097
sage_original_BPP_0577_0eefabcce0,0.022408,0.045117,0.006303,0.037417,0.024441
sage_original_BPP_0578_04086fb50d,0.019037,0.026975,0.004702,0.004413,0.015121
sage_original_BPP_0579_471f529d1c,0.019701,0.034007,0.005615,0.021730,0.020495
sage_original_BPP_0580_eb8157d073,0.020417,0.031914,0.005197,0.014778,0.020464
sage_original_BPP_0581_ef8ab08198,0.041348,0.027114,0.004781,0.014133,0.015044
sage_original_BPP_0582_92d6db43af,0.021627,0.037136,0.006591,0.017231,0.024873
sage_original_BPP_0583_cb23864f71,0.019682,0.027079,0.005411,0.014504,0.031132
sage_original_BPP_0584_03191da631,0.019764,0.055172,0.007612,0.014880,0.015290
sage_original_BPP_0585_50431224ff,0.022539,0.038823,0.022748,0.020934,0.042449
sage_original_BPP_0586_76bed8bad6,0.038557,0.031766,0.005339,0.016914,0.018147
sage_original_BPP_0587_10869058ad,0.037793,0.029972,0.005328,0.014670,0.014347
sage_original_BPP_0588_15450e3020,0.022649,0.054924,0.026192,0.015183,0.017487
sage_original_BPP_0589_2484ced803,0.039585,0.054543,0.023190,0.021833,0.046131
sage_original_BPP_0590_b4a6508a7d,0.020090,0.053617,0.005301,0.033846,0.015314
sage_original_BPP_0591_4279a7da8f,0.026992,0.063788,0.027239,0.022973,0.027167
sage_original_BPP_0592_9efbbe0716,0.020665,0.039605,0.022914,0.040334,0.026457
sage_original_BPP_0593_498941cbb4,0.046685,0.037511,0.025759,0.022103,0.023742
sage_original_BPP_0594_e358e6e049,0.021516,0.053024,0.023240,0.018150,0.035106
sage_original_BPP_0595_ad8ffaa349,0.041158,0.060428,0.006036,0.018471,0.021886
sage_original_BPP_0596_575ab50bce,0.042033,0.028722,0.027296,0.046258,0.043044
sage_original_BPP_0597_d56e395e58,0.025370,0.061359,0.006122,0.018082,0.024838
sage_original_BPP_0598_f72627e663,0.021413,0.041406,0.006843,0.017675,0.022307
sage_original_BPP_0599_b10c79ffba,0.026562,0.065157,0.008707,0.021863,0.024691
sage_original_BPP_0600_2290dd4f2e,0.043688,0.052608,0.007513,0.018680,0.019565
sage_original_BPP_0601_3ce7045bd9,0.030351,0.060153,0.008941,0.028952,0.050241
sage_original_BPP_0602_3c40f4b494,0.023169,0.038125,0.006058,0.020863,0.045189
sage_original_BPP_0603_d5a83f202c,0.021926,0.037941,0.006049,0.017722,0.024803
sage_original_BPP_0604_ba0c3f904d,0.021106,0.038845,0.006140,0.023117,0.024904
sage_original_BPP_0605_63b18c1deb,0.034841,0.086321,0.009246,0.026071,0.041063
sage_original_BPP_0606_87f69304e1,0.021456,0.030087,0.005143,0.015261,0.021426
sage_original_BPP_0607_6740f51871,0.022146,0.033066,0.005562,0.015540,0.016118
sage_original_BPP_0608_1399916626,0.023383,0.058722,0.008253,0.016456,0.020073
sage_original_BPP_0609_8264cf89c1,0.033584,0.038514,0.006218,0.017742,0.026396
sage_original_BPP_0610_c31d1c94cf,0.020307,0.036260,0.005283,0.014992,0.015750
sage_original_BPP_0611_e2eb0f1cd7,0.021735,0.033190,0.005623,0.016887,0.022960
sage_original_BPP_0612_8ac7245765,0.020093,0.033572,0.005713,0.023252,0.021448
sage_original_BPP_0613_8da03162cc,0.020108,0.040412,0.007810,0.037219,0.020602
sage_original_BPP_0614_5f053f0810,0.020889,0.029001,0.005263,0.014466,0.020183
sage_original_BPP_0615_419ceb0445,0.021329,0.034127,0.024542,0.017637,0.017879
sage_original_BPP_0616_9844d1efc6,0.019511,0.032099,0.028602,0.036241,0.040170
sage_original_BPP_0617_8044e58db8,0.044363,0.056767,0.022752,0.018381,0.019369
sage_original_BPP_0618_447dee95b2,0.044466,0.061440,0.013972,0.024402,0.048391
sage_original_BPP_0619_6cdf2d727c,0.042523,0.057588,0.031763,0.042557,0.036541
sage_original_BPP_0620_fc7450b8f2,0.037776,0.035818,0.028756,0.021212,0.045514
sage_original_BPP_0621_a7487e37b4,0.047652,0.055274,0.005962,0.020167,0.019148
